Tempo origine (UTC),Magnitudo,Latitudine N,Longitudine E,Profondità (km)
2019/11/20 04:03:12.72,0.2,40.8228,14.1258,0.87,Revisionato
2019/11/20 04:23:44.95,0.4,40.8277,14.1203,0.47,Revisionato
2019/11/20 06:39:17.44,0.9,40.8247,14.1252,0.81,Revisionato
2019/11/20 17:33:57.83,0.2,40.8250,14.1297,1.58,Revisionato
2019/11/20 20:05:27.46,-0.8,40.8245,14.1490,1.43,Revisionato
2019/11/20 22:14:26.68,0.1,40.8215,14.1322,0.96,Revisionato
2019/11/21 02:43:51.65,0.9,40.8228,14.1270,1.32,Revisionato
2019/11/21 07:28:59.06,0.2,40.8203,14.1372,0.62,Revisionato
2019/11/21 23:53:38.03,0.8,40.8228,14.1240,0.82,Revisionato
2019/11/22 00:57:45.67,0.4,40.8298,14.1203,0.60,Revisionato
2019/11/22 00:58:0.82,0.5,40.8228,14.1240,0.69,Revisionato
2019/11/22 20:31:33.64,0.6,40.8217,14.1268,1.65,Revisionato
2019/11/23 01:56:17.72,0.4,40.8187,14.1410,0.66,Revisionato
2019/11/24 15:53:35.02,0.2,40.8160,14.1462,1.67,Revisionato
2019/11/24 15:53:38.88,0.4,40.8152,14.1380,1.04,Revisionato
2019/11/24 22:02:50.60,0.1,40.8383,14.1237,1.60,Revisionato
2019/11/26 07:26:38.07,0.4,40.8453,14.1302,1.46,Revisionato
2019/11/27 01:03:7.08,0.2,40.8315,14.1417,1.27,Revisionato
2019/11/28 00:20:37.19,0.6,40.8402,14.1660,1.63,Revisionato
2019/11/28 04:52:2.09,0.4,40.8233,14.1345,1.23,Revisionato
2019/11/28 15:31:16.01,0.2,40.8315,14.1432,1.33,Revisionato
2019/11/28 18:18:19.58,0.1,40.8223,14.1352,0.98,Revisionato
2019/11/30 01:40:33.86,1.1,40.8242,14.1530,2.15,Revisionato
2019/11/30 18:17:4.14,0.6,40.8193,14.1273,1.40,Revisionato
2019/11/30 22:46:20.94,0.1,40.8240,14.1415,0.93,Revisionato
2019/11/30 22:46:26.76,-0.5,40.8232,14.1363,0.58,Revisionato
2019/11/30 22:46:31.54,-0.3,40.8248,14.1432,0.63,Revisionato
2019/11/30 22:46:38.61,-0.8,40.8238,14.1402,0.63,Revisionato
2019/11/30 22:46:45.14,-0.1,40.8253,14.1425,0.83,Revisionato
2019/12/01 06:04:3.05,0.4,40.8263,14.1402,0.69,Revisionato
2019/12/02 08:38:42.01,0.2,40.8292,14.1460,0.90,Revisionato
2019/12/02 15:57:57.31,0.9,40.8398,14.1712,1.59,Revisionato
2019/12/03 02:45:40.70,1.0,40.8253,14.1182,0.93,Revisionato
2019/12/03 05:08:50.12,0.8,40.8290,14.1402,0.82,Revisionato
2019/12/03 18:58:16.88,0.4,40.8260,14.1298,1.29,Revisionato
2019/12/04 00:28:14.51,0.5,40.8265,14.1410,1.01,Revisionato
2019/12/04 18:32:21.55,1.4,40.8267,14.1422,0.83,Revisionato
2019/12/04 18:33:9.72,1.0,40.8248,14.1420,0.76,Revisionato
2019/12/04 18:37:3.90,0.1,40.8268,14.1403,0.77,Revisionato
2019/12/04 18:43:52.74,-0.5,40.8292,14.1437,1.03,Revisionato
2019/12/04 19:02:54.72,0.2,40.8257,14.1423,0.78,Revisionato
2019/12/04 19:03:50.96,-0.3,40.8260,14.1422,0.74,Revisionato
2019/12/04 19:35:21.43,0.4,40.8255,14.1518,1.85,Revisionato
2019/12/05 01:13:25.19,1.0,40.8250,14.1322,1.33,Revisionato
2019/12/05 01:24:23.99,0.6,40.8267,14.1347,1.18,Revisionato
2019/12/05 01:24:38.36,1.3,40.8238,14.1335,1.39,Revisionato
2019/12/05 01:26:38.65,1.0,40.8245,14.1330,1.40,Revisionato
2019/12/05 02:03:48.30,0.1,40.8245,14.1358,1.68,Revisionato
2019/12/05 02:36:30.05,0.1,40.8245,14.1380,1.36,Revisionato
2019/12/05 04:12:56.80,0.5,40.8217,14.1357,0.96,Revisionato
2019/12/05 07:45:8.81,-0.1,40.8217,14.1363,1.14,Revisionato
2019/12/05 12:07:32.46,-0.3,40.8268,14.1297,1.68,Revisionato
2019/12/05 23:54:33.11,-0.5,40.8277,14.1440,1.25,Revisionato
2019/12/05 23:57:11.38,0.8,40.8273,14.1445,1.80,Revisionato
2019/12/06 00:04:32.83,1.2,40.8308,14.1428,1.89,Revisionato
2019/12/06 00:17:23.78,3.1,40.8302,14.1493,2.33,Revisionato
2019/12/06 00:20:10.34,1.3,40.8303,14.1432,2.14,Revisionato
2019/12/06 00:23:40.69,0.6,40.8333,14.1428,1.20,Revisionato
2019/12/06 00:50:51.50,1.2,40.8305,14.1417,1.64,Revisionato
2019/12/06 00:51:39.74,0.9,40.8267,14.1517,1.73,Revisionato
2019/12/06 00:57:49.29,0.1,40.8248,14.1435,1.38,Revisionato
2019/12/06 00:58:19.28,-0.5,40.8280,14.1517,1.52,Revisionato
2019/12/06 00:58:59.51,0.1,40.8280,14.1402,1.87,Revisionato
2019/12/06 01:00:21.95,-0.1,40.8267,14.1430,1.54,Revisionato
2019/12/06 01:08:0.90,-0.1,40.8252,14.1422,1.62,Revisionato
2019/12/06 02:18:51.71,-0.1,40.8263,14.1445,0.91,Revisionato
2019/12/06 02:19:22.08,0.2,40.8250,14.1517,1.13,Revisionato
2019/12/06 21:44:53.00,0.9,40.8482,14.1110,2.86,Revisionato
2019/12/08 05:43:38.36,-0.3,40.8237,14.1402,1.14,Revisionato
2019/12/08 09:33:4.29,-0.3,40.8230,14.1433,0.70,Revisionato
2019/12/09 02:13:18.90,0.2,40.8308,14.1163,1.82,Revisionato
2019/12/09 20:46:38.64,0.4,40.8270,14.1460,1.51,Revisionato
2019/12/11 03:28:7.69,0.4,40.8300,14.1402,1.30,Revisionato
2019/12/12 03:49:46.52,-0.1,40.8365,14.1290,1.33,Revisionato
2019/12/16 16:21:42.60,-0.1,40.8323,14.1437,0.43,Revisionato
2019/12/18 03:50:29.44,-0.5,40.8243,14.1443,0.87,Revisionato
2019/12/20 00:20:11.07,-0.3,40.8262,14.1402,0.98,Revisionato
2019/12/24 02:18:22.32,1.3,40.8267,14.1452,1.44,Revisionato
2019/12/25 13:34:34.06,0.2,40.8228,14.1525,0.46,Revisionato
2019/12/27 20:19:4.51,-0.1,40.8272,14.1402,1.27,Revisionato
